,index,tweet,label,tweet_remove_url,tweet_remove_username,tweet_remove_url_username,tweet_remove_url_username_splite_hasghtag,tweet_remove_url_username_splite_hasghtag_lower_case,tweet_complete_cleaning
144,11114,"Not sure where I stand on God and religion.  Still, don't need to be a Christian or religious to be against abortion.  #evil #SemST",2,"Not sure where I stand on God and religion.  Still, don't need to be a Christian or religious to be against abortion.  #evil #SemST","Not sure where I stand on God and religion.  Still, don't need to be a Christian or religious to be against abortion.  #evil #SemST","Not sure where I stand on God and religion.  Still, don't need to be a Christian or religious to be against abortion.  #evil #SemST","Not sure where I stand on God and religion.  Still, don't need to be a Christian or religious to be against abortion.  evil Sem ST","not sure where i stand on god and religion.  still, don't need to be a christian or religious to be against abortion.  evil sem st",sure stand god religion still need christian religious abortion evil sem st
145,11115,"#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST",0,"#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST","#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST","#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST","antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. Sem ST","antichoice never try to police men over sex, but punishing women puts  them into a frenzy. sem st",antichoice never try police men sex punishing women puts frenzy sem st
146,11116,To run outside? To run inside? #SemST,1,To run outside? To run inside? #SemST,To run outside? To run inside? #SemST,To run outside? To run inside? #SemST,To run outside? To run inside? Sem ST,to run outside? to run inside? sem st,run outside run inside sem st
147,11117,Anti choice laws only effect women.  People don't care about things that don't effect men #SemST,0,Anti choice laws only effect women.  People don't care about things that don't effect men #SemST,Anti choice laws only effect women.  People don't care about things that don't effect men #SemST,Anti choice laws only effect women.  People don't care about things that don't effect men #SemST,Anti choice laws only effect women.  People don't care about things that don't effect men Sem ST,anti choice laws only effect women.  people don't care about things that don't effect men sem st,anti choice laws effect women people care things effect men sem st
148,11118,People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST,0,People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST,People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST,People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST,People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice Sem ST,people with a uterus can be pro choice. people who have been pregnant can be pro choice. people who lost a child can be prochoice sem st,people uterus pro choice people pregnant pro choice people lost child prochoice sem st
149,11119,"You can't give the ""death penalty"" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST",0,"You can't give the ""death penalty"" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST","You can't give the ""death penalty"" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST","You can't give the ""death penalty"" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST","You can't give the ""death penalty"" to something not living sentient or autonomous War On Women roe 42 reprohealth Sem ST","you can't give the ""death penalty"" to something not living sentient or autonomous war on women roe 42 reprohealth sem st",give death penalty something living sentient autonomous war women roe 42 reprohealth sem st
150,11120,@knowj @kalenjordan @benmarks @MageTalk not ashamed to say it's me. I'm not in favor of enc itself as not banning enc modules. #SemST,1,@knowj @kalenjordan @benmarks @MageTalk not ashamed to say it's me. I'm not in favor of enc itself as not banning enc modules. #SemST,        not ashamed to say it's me. I'm not in favor of enc itself as not banning enc modules. #SemST,        not ashamed to say it's me. I'm not in favor of enc itself as not banning enc modules. #SemST,        not ashamed to say it's me. I'm not in favor of enc itself as not banning enc modules. Sem ST,        not ashamed to say it's me. i'm not in favor of enc itself as not banning enc modules. sem st,ashamed say favor enc banning enc modules sem st
151,11121,"@ShowTruth if they made it illegal, people would use coat hangers, and your photos would really be messed up. #letdoctorsdoit #SemST",0,"@ShowTruth if they made it illegal, people would use coat hangers, and your photos would really be messed up. #letdoctorsdoit #SemST","  if they made it illegal, people would use coat hangers, and your photos would really be messed up. #letdoctorsdoit #SemST","  if they made it illegal, people would use coat hangers, and your photos would really be messed up. #letdoctorsdoit #SemST","  if they made it illegal, people would use coat hangers, and your photos would really be messed up. letdoctorsdoit Sem ST","  if they made it illegal, people would use coat hangers, and your photos would really be messed up. letdoctorsdoit sem st",made illegal people would use coat hangers photos would really messed letdoctorsdoit sem st
152,11122,Abortion is genocide - I don't think you know what genocide means.  #ygk #SemST,2,Abortion is genocide - I don't think you know what genocide means.  #ygk #SemST,Abortion is genocide - I don't think you know what genocide means.  #ygk #SemST,Abortion is genocide - I don't think you know what genocide means.  #ygk #SemST,Abortion is genocide - I don't think you know what genocide means.  ygk Sem ST,abortion is genocide - i don't think you know what genocide means.  ygk sem st,abortion genocide think know genocide means ygk sem st
153,11123,"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". #SemST",0,"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". #SemST","Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". #SemST","Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". #SemST","Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". Sem ST","yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". sem st",yea let make woman suffer 18 years raise child unfit parent hates morality sem st
154,11124,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST,0,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  Sem ST,pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  sem st,pro life laws effect women anti choicers fine laws laws hurting females sem st
155,11125,Anti-choice laws are entirely men controlling women  #SemST,0,Anti-choice laws are entirely men controlling women  #SemST,Anti-choice laws are entirely men controlling women  #SemST,Anti-choice laws are entirely men controlling women  #SemST,Anti-choice laws are entirely men controlling women  Sem ST,anti-choice laws are entirely men controlling women  sem st,anti choice laws entirely men controlling women sem st
156,11126,"A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more #SemST",0,"A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more #SemST","A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more #SemST","A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more #SemST","A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more Sem ST","a fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more sem st",fetus living breathing born sentient autonomous pregnant woman choice matters sem st
157,11127,What about in cases of rape #SemST,0,What about in cases of rape #SemST,What about in cases of rape #SemST,What about in cases of rape #SemST,What about in cases of rape Sem ST,what about in cases of rape sem st,cases rape sem st
158,11128,Only one can have bodily autonomy #SemST,0,Only one can have bodily autonomy #SemST,Only one can have bodily autonomy #SemST,Only one can have bodily autonomy #SemST,Only one can have bodily autonomy Sem ST,only one can have bodily autonomy sem st,one bodily autonomy sem st
159,11129,Antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men #SemST,0,Antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men #SemST,Antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men #SemST,Antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men #SemST,Antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men Sem ST,antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men sem st,antis care people laws hurting females care things effect men sem st
160,11130,"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST",0,"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST","Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST","Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST","Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more Sem ST","like 96% of antis don't care about breathing viable persons, and 100% care about embryos more sem st",like 96 antis care breathing viable persons 100 care embryos sem st
161,11131,Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST,0,Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST,Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST,Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST,Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  Sem ST,anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  sem st,anti choice laws sexist ignore fact men abandon pregnant partners men face punishment sem st
162,11132,This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored #SemST,0,This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored #SemST,This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored #SemST,This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored #SemST,This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored Sem ST,this is the same reason it's sexist that we don't cover women's birth control. any issue that primarily effects women is ignored sem st,reason sexist cover women birth control issue primarily effects women ignored sem st
163,11133,"Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST",2,"Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST","Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST","Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST","Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion Sem ST","woman's heartbreaking letter to father of baby she aborted: ""i'm so very sorry - lifenews. please pray for the men hurt by abortion sem st",woman heartbreaking letter father baby aborted sorry lifenews please pray men hurt abortion sem st
164,11134,"@kingstonpolice @ShowTruth ""Freedom of Expression? Does that mean that I can display pornography in public if I am against it? #SemST",1,"@kingstonpolice @ShowTruth ""Freedom of Expression? Does that mean that I can display pornography in public if I am against it? #SemST","    ""Freedom of Expression? Does that mean that I can display pornography in public if I am against it? #SemST","    ""Freedom of Expression? Does that mean that I can display pornography in public if I am against it? #SemST","    ""Freedom of Expression? Does that mean that I can display pornography in public if I am against it? Sem ST","    ""freedom of expression? does that mean that i can display pornography in public if i am against it? sem st",freedom expression mean display pornography public sem st
165,11135,"We declare that all people have worth and value even if the whole world calls them ""unwanted""! #SemST",2,"We declare that all people have worth and value even if the whole world calls them ""unwanted""! #SemST","We declare that all people have worth and value even if the whole world calls them ""unwanted""! #SemST","We declare that all people have worth and value even if the whole world calls them ""unwanted""! #SemST","We declare that all people have worth and value even if the whole world calls them ""unwanted""! Sem ST","we declare that all people have worth and value even if the whole world calls them ""unwanted""! sem st",declare people worth value even whole world calls unwanted sem st
166,11136,"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. #americathesocialist #SemST",2,"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. #americathesocialist #SemST","I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. #americathesocialist #SemST","I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. #americathesocialist #SemST","I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too. americathesocialist Sem ST","i'm kind of scared for the elderly in our country. in a few years, we'll be aborting them too. americathesocialist sem st",kind scared elderly country years aborting americathesocialist sem st
167,11137,FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism #SemST,2,FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism #SemST,FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism #SemST,FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism #SemST,FYI: Whoopi Goldberg is a feminist hero for her six abortions. Women Against Feminism Sem ST,fyi: whoopi goldberg is a feminist hero for her six abortions. women against feminism sem st,fyi whoopi goldberg feminist hero six abortions women feminism sem st
168,11138,Obama Administration sends 5.6 million dollars to #SemST,1,Obama Administration sends 5.6 million dollars to #SemST,Obama Administration sends 5.6 million dollars to #SemST,Obama Administration sends 5.6 million dollars to #SemST,Obama Administration sends 5.6 million dollars to Sem ST,obama administration sends 5.6 million dollars to sem st,obama administration sends 5 6 million dollars sem st
169,11139,Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb #MiddleAmerica #SemST,2,Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb #MiddleAmerica #SemST,Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb #MiddleAmerica #SemST,Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb #MiddleAmerica #SemST,Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb Middle America Sem ST,where's the most dangerous place for a child? in the hands of an isis terrorist? almost. inside their mother's womb middle america sem st,dangerous place child hands isis terrorist almost inside mother womb middle america sem st
170,11140,@ShowTruth YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST,0,@ShowTruth YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST,  YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST,  YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST,  YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. letdoctorsdoit Sem ST,  you can't handle the truth! people will always do it no matter the laws. letdoctorsdoit sem st,handle truth people always matter laws letdoctorsdoit sem st
171,11141,@XaviPereda @HillaryClinton sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST,2,@XaviPereda @HillaryClinton sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST,    sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST,    sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST,    sorry Hilary but I'm southern and don't bleed that rainbow Bleed Red america southwillriseagain Sem ST,    sorry hilary but i'm southern and don't bleed that rainbow bleed red america southwillriseagain sem st,sorry hilary southern bleed rainbow bleed red america southwillriseagain sem st
172,11142,"Why do people think it's ok to get an abortion...  What the fuck is wrong with you? What if your mom aborted you, you sick fuck! #SemST",2,"Why do people think it's ok to get an abortion...  What the fuck is wrong with you? What if your mom aborted you, you sick fuck! #SemST","Why do people think it's ok to get an abortion...  What the fuck is wrong with you? What if your mom aborted you, you sick fuck! #SemST","Why do people think it's ok to get an abortion...  What the fuck is wrong with you? What if your mom aborted you, you sick fuck! #SemST","Why do people think it's ok to get an abortion...  What the fuck is wrong with you? What if your mom aborted you, you sick fuck! Sem ST","why do people think it's ok to get an abortion...  what the fuck is wrong with you? what if your mom aborted you, you sick fuck! sem st",people think ok get abortion fuck wrong mom aborted sick fuck sem st
173,11143,@ShowTruth Get out of my city. #ygk #SemST,1,@ShowTruth Get out of my city. #ygk #SemST,  Get out of my city. #ygk #SemST,  Get out of my city. #ygk #SemST,  Get out of my city. ygk Sem ST,  get out of my city. ygk sem st,get city ygk sem st
174,11144,".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead #SemST",2,".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead #SemST",".  There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead #SemST",".  There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead #SemST",".  There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead Sem ST",".  there is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead sem st",thing safe alive abortion every abortion goes intended leaves 1 dead sem st
175,11145,@SenSchumer You sponsored the religious freedom bill. What is this bill that allows killing full term babies in NY? #tcot #SemST,2,@SenSchumer You sponsored the religious freedom bill. What is this bill that allows killing full term babies in NY? #tcot #SemST,  You sponsored the religious freedom bill. What is this bill that allows killing full term babies in NY? #tcot #SemST,  You sponsored the religious freedom bill. What is this bill that allows killing full term babies in NY? #tcot #SemST,  You sponsored the religious freedom bill. What is this bill that allows killing full term babies in NY? tcot Sem ST,  you sponsored the religious freedom bill. what is this bill that allows killing full term babies in ny? tcot sem st,sponsored religious freedom bill bill allows killing full term babies ny tcot sem st
176,11146,@AndySwan lol.  I don't know about that.  #schoolprayer #GovtEndorsementOfHeterosexualMarriage #SemST,1,@AndySwan lol.  I don't know about that.  #schoolprayer #GovtEndorsementOfHeterosexualMarriage #SemST,  lol.  I don't know about that.  #schoolprayer #GovtEndorsementOfHeterosexualMarriage #SemST,  lol.  I don't know about that.  #schoolprayer #GovtEndorsementOfHeterosexualMarriage #SemST,  lol.  I don't know about that.  schoolprayer Govt Endorsement Of Heterosexual Marriage Sem ST,  lol.  i don't know about that.  schoolprayer govt endorsement of heterosexual marriage sem st,lol know schoolprayer govt endorsement heterosexual marriage sem st
177,11147,@JonathaASwift @TomAdams9999 They  are BOTH alive & human from conception Just earlier phase of life's continuum! @chooseliferacer #SemST,2,@JonathaASwift @TomAdams9999 They  are BOTH alive & human from conception Just earlier phase of life's continuum! @chooseliferacer #SemST,    They  are BOTH alive & human from conception Just earlier phase of life's continuum!   #SemST,    They  are BOTH alive & human from conception Just earlier phase of life's continuum!   #SemST,    They  are BOTH alive & human from conception Just earlier phase of life's continuum!   Sem ST,    they  are both alive & human from conception just earlier phase of life's continuum!   sem st,alive human conception earlier phase life continuum sem st
178,11148,"Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST",0,"Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST","Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST","Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST","Not your uterus, not your choice--from conception on, it really is THAT simple! fem 2 gen Yes All Women Sem ST","not your uterus, not your choice--from conception on, it really is that simple! fem 2 gen yes all women sem st",uterus choice conception really simple fem 2 gen yes women sem st
179,11149,"C7German: Heaven is our Goal,  life is our conquest  #socialmedia #technology #catholic #SemST",2,"C7German: Heaven is our Goal,  life is our conquest  #socialmedia #technology #catholic #SemST","C7German: Heaven is our Goal,  life is our conquest  #socialmedia #technology #catholic #SemST","C7German: Heaven is our Goal,  life is our conquest  #socialmedia #technology #catholic #SemST","C7German: Heaven is our Goal,  life is our conquest  socialmedia technology catholic Sem ST","c7german: heaven is our goal,  life is our conquest  socialmedia technology catholic sem st",c7german heaven goal life conquest socialmedia technology catholic sem st
180,11150,@NBCLA #SB128 isn't opposed merely b/c it's against God's will (as if we're neanderthals). It's murder. Like #SemST,2,@NBCLA #SB128 isn't opposed merely b/c it's against God's will (as if we're neanderthals). It's murder. Like #SemST,  #SB128 isn't opposed merely b/c it's against God's will (as if we're neanderthals). It's murder. Like #SemST,  #SB128 isn't opposed merely b/c it's against God's will (as if we're neanderthals). It's murder. Like #SemST,  SB 128 isn't opposed merely b/c it's against God's will (as if we're neanderthals). It's murder. Like Sem ST,  sb 128 isn't opposed merely b/c it's against god's will (as if we're neanderthals). it's murder. like sem st,sb 128 opposed merely b c god neanderthals murder like sem st
181,11151,Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST,0,Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST,Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST,Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST,Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. womensrights Sem ST,pro-choice=pro-life. anti-choice=anti-life. don't play righteous when you're advocating the endangerment of women. womensrights sem st,pro choice pro life anti choice anti life play righteous advocating endangerment women womensrights sem st
182,11152,It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife #SemST,0,It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife #SemST,It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife #SemST,It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife #SemST,It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife Sem ST,it is not pro-life if you ignore life of the pregnant woman; that includes physical/mental health.isprolife sem st,pro life ignore life pregnant woman includes physical mental health isprolife sem st
183,11153,@marcmaron @amyschumer @JuddApatow Are you a triceratops or tricerabottom? #arethosehornsyourewearing #SemST,1,@marcmaron @amyschumer @JuddApatow Are you a triceratops or tricerabottom? #arethosehornsyourewearing #SemST,      Are you a triceratops or tricerabottom? #arethosehornsyourewearing #SemST,      Are you a triceratops or tricerabottom? #arethosehornsyourewearing #SemST,      Are you a triceratops or tricerabottom? arethosehornsyourewearing Sem ST,      are you a triceratops or tricerabottom? arethosehornsyourewearing sem st,triceratops tricerabottom arethosehornsyourewearing sem st
184,11154,@paigeymadisonn: 12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST,0,@paigeymadisonn: 12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST,  12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST,  12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST,  12. something you hate.  People who don't believe abortion should be kept safe and sterile. Sem ST,  12. something you hate.  people who don't believe abortion should be kept safe and sterile. sem st,12 something hate people believe abortion kept safe sterile sem st
185,11155,Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST,0,Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST,Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST,Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST,Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? Sem ST,would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? sem st,would rather women taking dangerous concoctions induce abortions know getting safe legal one sem st
186,11156,"@Cody_Fulk92 @ntfem @brettzawesome Actually, child-murder is far worse these days. We live in more savage times. #SemST",2,"@Cody_Fulk92 @ntfem @brettzawesome Actually, child-murder is far worse these days. We live in more savage times. #SemST","      Actually, child-murder is far worse these days. We live in more savage times. #SemST","      Actually, child-murder is far worse these days. We live in more savage times. #SemST","      Actually, child-murder is far worse these days. We live in more savage times. Sem ST","      actually, child-murder is far worse these days. we live in more savage times. sem st",actually child murder far worse days live savage times sem st
187,11157,.@JohnTory since when did Toronto become a weak city? Bullied by stone-age cab companies that block traffic illegally. #TO4Uber #SemST,1,.@JohnTory since when did Toronto become a weak city? Bullied by stone-age cab companies that block traffic illegally. #TO4Uber #SemST,.  since when did Toronto become a weak city? Bullied by stone-age cab companies that block traffic illegally. #TO4Uber #SemST,.  since when did Toronto become a weak city? Bullied by stone-age cab companies that block traffic illegally. #TO4Uber #SemST,.  since when did Toronto become a weak city? Bullied by stone-age cab companies that block traffic illegally. TO 4 Uber Sem ST,.  since when did toronto become a weak city? bullied by stone-age cab companies that block traffic illegally. to 4 uber sem st,since toronto become weak city bullied stone age cab companies block traffic illegally 4 uber sem st
188,11158,I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST,0,I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST,I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST,I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST,I Denounce Harper for refusing to include family planning in foreign aid even though spending $1 could save $6 wheresthe FP Sem ST,i denounce harper for refusing to include family planning in foreign aid even though spending $1 could save $6 wheresthe fp sem st,denounce harper refusing include family planning foreign aid even though spending 1 could save 6 wheresthe fp sem st
189,11159,Looking forward to the protest today. I can't be there long but I hope my signs will. #Kingston #protesters #SemST,2,Looking forward to the protest today. I can't be there long but I hope my signs will. #Kingston #protesters #SemST,Looking forward to the protest today. I can't be there long but I hope my signs will. #Kingston #protesters #SemST,Looking forward to the protest today. I can't be there long but I hope my signs will. #Kingston #protesters #SemST,Looking forward to the protest today. I can't be there long but I hope my signs will. Kingston protesters Sem ST,looking forward to the protest today. i can't be there long but i hope my signs will. kingston protesters sem st,looking forward protest today long hope signs kingston protesters sem st
190,11160,Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST,2,Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST,Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST,Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST,Our Truth Tour continues in Carleton Place as we show the graphic truth of abortion 2 traffic & pedestrians! Show The Truth onpoli Sem ST,our truth tour continues in carleton place as we show the graphic truth of abortion 2 traffic & pedestrians! show the truth onpoli sem st,truth tour continues carleton place show graphic truth abortion 2 traffic pedestrians show truth onpoli sem st
191,11161,It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST,0,It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST,It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST,It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST,It very simple .. Let women choose.. repealthe 8 th notacriminal Sem ST,it very simple .. let women choose.. repealthe 8 th notacriminal sem st,simple let women choose repealthe 8 th notacriminal sem st
192,11162,I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST,0,I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST,I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST,I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST,I cannot believe there are still people in this century who opposed to women having rights over their own bodies! disgusted Sem ST,i cannot believe there are still people in this century who opposed to women having rights over their own bodies! disgusted sem st,believe still people century opposed women rights bodies disgusted sem st
193,11163,Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST,2,Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST,Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST,Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST,Societies that put to death the weak and vulnerable are more violent. Nazis streetgangs Communists Assisted Suicide Sem ST,societies that put to death the weak and vulnerable are more violent. nazis streetgangs communists assisted suicide sem st,societies put death weak vulnerable violent nazis streetgangs communists assisted suicide sem st
